ID,Age,ABAC,AveCredit,ADB13,ADB103,AveDebit,AverageFee,BC,SmallLoans,CitySize,BureauScore,CreditCards,CSW9,CWUT,DebitOrderNum3M,DebitOrderVal3M,DebitOrderDispute,DIFO,EmployerGroup,AveBalance,GII,GrossSalary,Gender_Code,HB01,IDCC,IFGG,MDBL,MLL,MDBB,NettoSalary,NumCWL3M,NumLoanApps,NumLoanNTU,NumLoanTU,NumMOBL3M,NumRBL3M,NRV,OCTT,PDU,BLQ,Revolving,RG1,RRV1,Salary_Frequency,TimeSinceLastLoan,TimeSinceRB,ValMOBL3M,ValRBL3M,Vehicle
4254,44,0,18656.54,0.7608,0.4239,-18664,62,1,0,Rural,631,0,0,0.4248,15,-2322.94,0,0,Gov Health,1754.645,1,15670,M,4,0.528,HH,3712.61,0,54.78,12743.45,17,2,1,1,0,0,0,Loan,YYY,1,0,0.863816411,88,M,30,0,0,0,0
39373,28,1,5566.6666,0.9456,0.3152,-5249,95,1,1,City,613,0,0,0.1966,0,0,0,0,Gov-Other,750.1757,1,19268.75,M,2,0,M,1573.59,0,47.1,12274.92,19,2,1,0,0,0,0,Loan,NYY,1,1,1,56,NULL,550,0,0,0,1
42703,53,0,7013.88,0.0329,0.0219,-4594,94,1,0,Semi,565,0,1,0.5846,8,-1643.68,1,7,Informal,101.7969,0,1391.48,M,0,1.1,M,37.26,0,0,1316.43,7,5,2,1,0,0,0,Loan,YYN,0,0,0.453596121,265,NULL,245,0,0,0,0
16235,22,1,6958.4866,0.413,0.1739,-5828,29,1,0,City,605,0,0,0.2345,8,-959.89,0,1,Retail & Wholesale,619.234,0,4189.54,M,3,0.7947,M,7388.98,0,27.07,4121.7,7,2,0,1,0,0,0,Loan,YYY,1,0,0.700498894,44,M,13,0,0,0,0
30003,29,1,13977.3033,0.1086,0.0108,-14152,93,1,1,Rural,623,1,6,0.3144,12,-13583.64,0,9,Gov-Other,65.0361,1,18805.25,M,2,0.2634,H,210.49,2,17.03,13601.48,15,11,1,1,4,1,0,Loan,YYY,1,2,0.96551032,319,M,123,5,-600,150,0
39634,36,1,0,0,0,0,4,0,0,Semi,646,1,0,0,0,0,0,0,Mining - Coal,0,0,47611.26,F,2,1.1,U,0,0,0,33054.73,0,0,0,0,0,0,0,Loan,NNN,0,2,0.453596121,0,NULL,887,0,0,0,1
4716,29,0,25589.67,0.7222,0.3333,-24222,115,0,0,City,613,0,3,0.334,0,0,0,0,Travel & Leisure,6466.0344,0,13771.67,M,3,1.1,U,50245.17,0,46.21,10545.86,40,5,1,2,0,4,0,Loan,NYY,0,0,0.453596121,145,M,12,1,0,-43200,0
20503,25,1,10120,0.6956,0.5217,-12913,44,1,0,Semi,626,1,0,0.5836,0,0,0,0,Gov Health,3045.0001,1,9217,F,5,0.8468,HH,12019.39,0,76.09,6616,27,0,0,0,5,23,0,Loan,NYY,0,1,0.66238386,0,NULL,1614,2,-710,-1527,0
28705,23,0,410,0.0108,0,-388,8,0,0,Rural,628,0,0,0.3171,0,0,0,0,Insurance,38.5423,0,6655,F,4,0,U,82.43,0,22.35,6337,2,2,0,1,0,1,0,Loan,NYN,0,0,1,46,NULL,280,2,0,-460,0
13684,26,1,10384.08,0.2608,0.1086,-9198,82,1,1,Semi,575,0,2,0.6254,11,-1110,5,5,Construction & Materials,406.4053,0,8346,M,1,0.743,H,6413.31,1,16.74,7885.26,28,1,0,0,6,0,0,Loan,YYY,1,0,0.736442375,26,M,9,0,-2960,0,0
28927,28,1,-99,0.2173,0,-1397,21,0,0,Semi,607,1,0,0,0,0,0,0,Training & Education,103.4321,0,21916.83,F,5,1.1,U,26.79,0,21.66,15404.01,0,0,0,0,0,7,1,Loan,NYN,0,1,0.453596121,0,NULL,486,3,0,-787,0
34730,45,1,6867.03,0.1086,0.0652,-6820,57,1,0,City,625,0,2,0.6267,0,0,0,0,Retail & Wholesale,188.2275,0,8503.1,M,4,0.7,M,1923.27,0,17.08,7542.86,10,1,0,1,0,0,0,Loan,NNN,0,0,0.764842187,45,M,338,0,0,0,0
8338,42,0,6294.0433,0.1538,0.0659,-6243,52,1,0,City,584,0,4,0.5157,14,-4285.92,0,5,Personal & Household Goods,172.4892,0,3402.05,F,3,0.4639,M,1381.91,0,8.77,3028.95,12,6,2,1,0,0,0,Loan,YYY,1,0,0.89431429,252,NULL,203,0,0,0,0
37837,50,1,29974.6,0.9239,0.5326,-20475,38,1,0,City,632,0,0,0.276,0,0,0,0,Personal & Household Goods,2402.3333,0,6960,M,2,1.1,M,6128.72,0,224.12,6890.4,15,0,0,0,0,0,0,Loan,NYY,0,1,0.453596121,0,M,50,0,0,0,0
11361,55,1,22426.3566,0.2282,0.163,-20421,60,1,0,City,624,1,1,0.3724,34,-22346.77,0,1,Gov - Police,1117.1705,1,23200.16,M,3,0.6503,HH,12867.88,0,46.7,14058.91,19,1,0,0,0,0,0,Loan,YYN,1,0,0.795902207,55,NULL,690,0,0,0,0
17050,46,1,5878.2766,0.576,0.1739,-5823,60,1,0,City,620,1,1,0.4293,7,-1654.55,0,0,Mining & Quarrying,529.147,0,5795,F,2,0.4444,M,2718.8,0,29.88,5163.75,17,2,1,1,0,0,0,Loan,YYN,1,1,0.902868778,92,M,53,0,0,0,0
15233,31,1,1473.3333,0.6956,0.3478,-1669,51,0,0,City,642,0,0,0.1305,0,0,0,0,Security and Cleaning,662.3153,0,4257.78,F,2,0,U,523.74,0,21.99,4086.95,9,4,1,1,1,0,0,Loan,NYY,0,3,1,124,M,110,0,-100,0,0
35838,39,0,11442.0266,0.3626,0.1428,-11174,121,1,0,Semi,585,0,1,0.1607,36,-11598.44,0,19,Technology,468.5507,0,9095,F,3,0,H,4448.41,0,25.13,7217.17,4,4,1,1,0,0,0,Loan,YYY,1,0,1,156,NULL,279,5,0,0,0
37897,26,0,9349.6133,0.4945,0.1648,-9294,43,1,0,City,535,0,6,0.492,6,-900,0,0,Personal & Household Goods,729.3562,0,1276.44,F,0,0.5531,M,1151.64,0,21.26,1159.58,16,8,1,4,0,0,0,Loan,YYY,1,0,0.850900098,208,W,40,0,0,0,0
17318,24,0,5884.9733,0.2666,0,-5687,117,1,0,Semi,575,0,4,0.5458,2,-996.66,7,0,Retail & Wholesale,122.738,0,4104.33,F,0,0.5878,M,758.05,0,17.03,3784.71,16,15,3,3,0,0,0,Loan,YYY,1,0,0.832162661,360,M,3,0,0,0,0
5159,28,1,14294.59,0.5604,0.3956,-14162,68,1,0,City,610,0,0,0.062,5,-1422.2,0,0,Utilities,4071.3271,0,4112.51,M,2,0.5082,H,2732.94,0,34.36,4071.38,4,2,1,1,0,37,0,Loan,YYY,1,1,0.873621812,56,M,111,1,0,-25424,0
31154,29,1,3870,0.0989,0.0439,-3779,15,0,0,City,615,0,0,0.5685,0,0,0,0,Financial Services,104.8817,0,41505.15,F,2,0.9096,U,2026.4,0,25.67,26155.48,3,0,0,0,0,0,1,Loan,NYY,0,2,0.614061502,0,M,15,0,0,0,0
27650,43,1,21935.14,0.9456,0.7608,-21086,44,1,0,Rural,651,0,1,0.4703,0,0,0,0,Gov - Police,5035.531,1,8324,F,2,0.7661,H,7431.67,0,24.1,6060,29,1,0,1,0,0,0,Loan,NYN,0,3,0.72062013,43,M,48,0,0,0,0
40067,60,1,6947.14,0.2282,0.1739,-16988,117,1,0,City,595,0,9,0.8077,3,-1602,0,0,Retail & Wholesale,2201.2301,0,1867.62,M,4,0.5576,M,1288.36,0,6.81,1838.94,35,3,1,2,0,0,0,Loan,YYN,1,0,0.848527517,180,W,100,0,0,0,0
30614,28,1,5928.9,0.3586,0.1304,-5904,59,1,1,City,588,0,0,0.4673,5,-602,0,0,Retail & Wholesale,424.6267,0,5363.32,M,1,0.7016,M,1831.01,0,25.98,4919.69,15,0,0,0,4,0,0,Loan,YYY,1,1,0.76381046,0,M,116,0,-1000,0,0
20156,40,1,300,0,0,-300,6,0,0,City,642,0,1,0.9111,0,0,0,0,Industrial Goods & Services,31.91,0,9899.96,F,4,1.1,U,12.27,0,7.08,6711.1,1,0,0,0,0,0,0,Loan,NNN,0,4,0.453596121,0,NULL,1284,0,0,0,0
43308,51,0,9880.6466,0.8152,0.4456,-9785,78,1,0,City,613,0,0,0.3879,12,-1469.48,0,1,Retail & Wholesale,1240.9881,0,7239.81,M,3,0.5446,H,4731.8,0,279.83,6905.35,13,0,0,0,0,0,0,Loan,YYY,1,0,0.85533459,0,NULL,591,0,0,0,0
9852,50,0,0,0,0,0,5,0,0,Semi,594,0,0,0,0,0,0,0,Mining - Platinum,0,0,11523.31,M,3,1.1,U,6289,0,6266.15,8923.63,0,3,2,1,0,0,0,Loan,NNN,0,0,0.453596121,150,NULL,266,0,0,0,0
39443,28,0,650,0.0329,0,-1210,56,0,0,City,596,0,1,0.9244,0,0,0,0,Health Care,48.3839,0,11942.5,M,3,1.1,U,22.94,0,17.79,10764.9,4,2,0,1,0,0,1,Loan,NNY,0,0,0.453596121,56,NULL,212,0,0,0,0
34130,31,1,8955.1233,0.9239,0.8152,-9672,47,1,0,City,624,0,1,0.4307,15,-2561.19,0,0,Government,3089.2428,0,8485,F,2,0.7156,H,6163.18,0,58,7397,12,2,0,1,0,0,0,Loan,YYY,1,3,0.754699735,62,M,286,0,0,0,0
36323,31,0,2813.3433,0.3626,0.0989,-2944,43,1,0,City,571,0,1,0.4943,1,-95,0,1,Retail & Wholesale,369.7867,0,11907.69,F,0,0,L,4213.82,0,27.19,10449.98,7,4,1,1,0,0,0,Loan,YYY,0,0,1,124,M,31,0,0,0,0
13153,45,1,21042.06,1,0.9891,-21277,44,1,0,City,668,0,0,0.6765,3,-1083.96,0,0,Gov-Other,9680.6834,1,16186.5,F,2,0.8427,HH,10630.29,0,695.54,13011.17,22,0,0,0,0,0,0,Loan,YYY,1,1,0.665449859,0,NULL,686,0,0,0,0
41933,42,1,-99,1,0,-99,11,0,1,City,644,2,0,0,0,0,0,0,Gov - Education,119.12,1,24099.75,F,5,1.1,U,85.8,0,80.94,14411.42,0,3,0,1,0,0,0,Loan,NNN,0,2,0.453596121,126,M,342,0,0,0,0
22130,38,1,4337.25,0.2826,0.1304,-3152,48,0,0,Rural,586,0,2,0.4849,3,-576,6,2,Gov Health,316.976,1,7008,M,3,1.1,U,3475.03,0,19.55,5741.94,13,0,0,0,0,0,0,Loan,YYY,0,0,0.453596121,0,M,63,0,0,0,0
5124,33,1,19602.0133,0.5,0.4565,-25995,125,1,0,Semi,607,0,1,0.2018,3,-1693.47,0,1,Mining - Gold,5153.9994,0,14444.57,M,1,0.6751,H,8667.88,0,22.27,12173.8,23,4,1,2,0,0,0,Loan,YYY,0,3,0.780644457,132,M,84,0,0,0,0
28504,30,1,14568.8466,0.9021,0.7173,-14652,96,1,0,Semi,653,0,3,0.4031,27,-17935.27,1,0,Gov Health,1445.9445,1,11365.75,M,2,0.3759,H,10037.93,0,26.12,8270.73,15,0,0,0,0,0,0,Loan,YYY,1,1,0.9301776,0,NULL,640,0,0,0,1
3597,34,1,9800.8733,0.3586,0.076,-9611,66,1,2,Rural,584,0,1,0.5682,0,0,0,0,Personal & Household Goods,349.7888,0,13268.54,M,4,0.7211,H,3897.42,0,24.49,9777.01,9,1,0,1,0,0,0,Loan,NYY,1,0,0.751079951,34,NULL,361,0,0,0,0
34010,30,1,3187.535,0.0978,0.0326,-1695,7,0,0,City,610,1,0,0.2557,0,0,0,0,Personal & Household Goods,111.6877,0,23476.08,M,3,1.1,U,2929.98,0,19.35,18009.92,5,0,0,0,0,0,0,Loan,NYY,0,0,0.453596121,0,M,45,0,0,0,1
5140,51,1,17794.75,0.4565,0.4456,-17285,93,1,0,Semi,631,0,2,0.8985,1,-82.89,0,0,Retail & Wholesale,6422.9148,0,5830,M,2,0.4977,M,30141.57,0,1414.11,5021.7,44,0,0,0,0,0,0,Loan,YNN,0,1,0.878682918,0,M,39,0,0,0,0
3547,42,1,10702.3233,0.3695,0.163,-10522,29,1,0,City,663,0,2,0.5805,0,0,0,0,Gov Health,428.6806,1,9003.25,F,2,0.6861,H,1517.84,0,23.42,6652.43,12,0,0,0,0,0,0,Loan,NYY,1,3,0.773722638,0,NULL,629,0,0,0,0
43818,43,1,6706.5,1,1,-8528,25,0,0,Rural,630,0,0,0.2574,0,0,0,0,Gov - Education,39338.5975,1,19894,F,5,0,U,42618.73,0,34208.13,14863.4,6,0,0,0,0,0,1,Loan,NYN,0,0,1,0,NULL,857,0,0,0,1
22683,56,0,7411.9066,0.3,0.0888,-7195,118,1,0,Rural,578,0,3,0.5529,14,-3722.23,11,9,Gov-Other,267.2931,1,3525.21,F,0,0.3481,M,149.42,0,40.52,3525.21,35,11,2,2,0,0,0,Loan,YYN,0,0,0.940022523,616,M,86,0,0,0,0
28572,50,1,0,1,0,-450,7,0,0,Rural,656,0,0,0,0,0,0,0,Gov - Education,452.32,1,42986.5,F,2,1.1,U,445.83,0,442.6,34616.98,0,0,0,0,0,0,0,Loan,NYN,0,3,0.453596121,0,NULL,415,0,0,0,0
17139,40,1,15641.57,0.6086,0.4565,-21694,53,1,0,City,630,0,1,0.5667,18,-4459.24,0,0,Retail & Wholesale,7446.4536,0,6499.23,M,3,0.7328,HH,6992.71,0,52.42,6093.35,27,2,1,1,0,0,0,Loan,YYN,1,0,0.743304249,80,M,164,0,0,0,0
19421,28,0,4408.3866,0.0439,0.0439,-4401,39,1,0,Semi,565,0,2,0.4622,1,-200,0,0,Construction & Materials,154.9348,0,5085.52,M,0,0.5211,M,33.25,0,28.38,4983.8,6,4,0,2,0,0,0,Loan,YYY,1,0,0.867272087,112,NULL,119,0,0,0,0
3288,21,1,570,0.076,0,-286,19,0,0,City,592,0,1,0.9179,0,0,0,0,Security and Cleaning,74.2323,0,8815.96,F,3,1.1,U,-22.13,0,-22.13,8384.63,1,0,0,0,0,0,0,Loan,NNY,0,0,0.453596121,0,M,124,0,0,0,0
8786,34,0,7508.34,0.1521,0.0326,-7407,84,1,0,City,590,0,11,0.716,4,-534.95,3,9,Industrial Goods & Services,168.8943,0,2932.4,M,3,0.7373,M,105.81,0,21.03,2905.1,22,3,1,2,0,0,0,Loan,YYY,1,0,0.740286442,102,F,57,0,0,0,0
9311,47,1,0,0,0,0,0,0,0,City,670,1,0,0,0,0,0,0,Gov-Other,0,1,18178,F,2,1.1,U,-3,0,-3,11372,0,0,0,0,0,0,0,Loan,NNN,0,2,0.453596121,0,NULL,1503,0,0,0,1
31983,60,0,10586.5166,1,1,-10230,43,1,0,City,680,0,0,0.2906,15,-6508.65,0,0,Gov Health,22583.9493,1,11720,F,5,0.5064,H,27976.73,0,21877.75,9336.17,6,0,0,0,0,0,0,Loan,YYN,1,0,0.874496287,0,NULL,444,0,0,0,0
20557,44,1,22540.36,0.8369,0.5108,-21649,92,1,1,City,580,1,1,0.2842,12,-10038.61,3,0,Retail & Wholesale,2509.8782,0,18247.39,F,2,0.6425,HH,12575.07,0,33.44,10259.98,15,7,0,1,0,0,0,Loan,YYY,1,0,0.800600264,308,M,138,0,0,0,0
3002,56,1,2909.37,0.3369,0,-2794,48,1,0,Semi,608,0,3,0.6931,0,0,0,0,Recruitment,138.2514,0,1693.44,F,2,0.8241,L,607.47,0,29.04,1641.51,17,1,0,0,0,0,0,Loan,NYN,0,1,0.679217784,56,NULL,398,0,0,0,0
15790,41,0,10626.7266,0.6847,0.2934,-10679,69,1,0,City,596,0,2,0.3686,0,0,0,0,Personal & Household Goods,670.2928,0,2886.86,M,3,0.4036,H,2359.91,0,28.43,2309.73,23,2,0,1,6,0,0,Loan,NYY,1,0,0.919653123,82,W,22,0,-180,0,0
25650,41,1,5133.3333,0.5604,0.1868,-3464,69,1,0,Semi,632,0,0,0.26,2,-225.23,0,2,Utilities,798.1483,0,24301,F,1,0.2985,M,5873.07,0,73.47,13363,5,1,1,0,3,3,0,Loan,YYY,0,1,0.955778695,41,NULL,1422,1,-604,-1120,0
17125,46,0,0,0,0,0,1,0,0,City,615,0,0,0,0,0,0,0,Retail & Wholesale,0,0,2865,F,3,1.1,U,0,0,0,2838,0,1,1,0,0,0,0,Loan,NNN,0,0,0.453596121,46,NULL,1227,0,0,0,0
42447,43,1,3832.5566,1,1,-3186,47,1,0,Rural,612,0,0,0.3115,0,0,0,0,Agriculture & Hunting,3550.5356,0,3046.02,F,1,0.6478,M,7384.48,0,4903.15,2991.96,12,0,0,0,0,0,0,Loan,NYY,0,1,0.797413281,0,NULL,769,0,0,0,0
5009,26,1,-99,1,1,-9934,33,0,0,City,624,0,0,0.1573,0,0,0,0,Government,98360.8518,0,21400,F,5,1.1,U,103723.14,0,77271.63,18033.05,15,1,0,1,0,9,0,Loan,NYN,0,0,0.453596121,26,M,161,1,0,-451,1
22788,40,0,5065.7866,0.1,0.0666,-4970,51,1,0,City,569,0,2,0.8219,0,0,0,0,Transport & Logistics,213.9861,0,5255.53,M,0,1,M,4044.44,0,16.56,4145.28,10,4,2,2,0,0,0,Loan,NNN,0,0,0.540302306,160,M,2,0,0,0,0
35575,29,0,4794.5666,0.4456,0.0978,-3336,89,1,0,City,579,0,0,0.2769,0,0,0,0,Food & Beverage,332.5836,0,3152.24,F,0,0.5146,L,6253.84,0,12,2945.98,16,8,3,3,0,0,0,Loan,NYY,1,0,0.870489667,232,M,1,0,0,0,0
2878,50,1,36.76,0,0,0,9,0,3,Rural,647,0,0,0,0,0,0,0,Gov - Education,41.106,1,28189,M,3,0.7811,U,49.84,0,13.08,18610.02,0,1,0,0,0,0,0,Loan,NNN,0,1,0.710139501,50,NULL,411,0,0,0,0
32533,37,1,300,1,0,-2550,19,0,0,City,657,3,0,0.9536,0,0,0,0,Government,150.068,0,11940.73,F,2,1.1,U,99.77,0,94.97,9074.38,2,3,2,1,0,0,0,Loan,NNN,0,3,0.453596121,111,M,115,0,0,0,0
32301,27,1,0,0,0,0,0,0,0,City,598,0,0,0,0,0,0,0,Retail & Wholesale,0,0,3000,M,1,1.1,U,-50.8,0,-50.8,2970,0,0,0,0,0,0,0,Loan,NNN,0,2,0.453596121,0,NULL,762,0,0,0,0
24025,47,1,45679.7533,0.8695,0.6195,-44632,113,1,0,Semi,642,0,2,0.5957,21,-4413.75,0,1,Mining & Quarrying,6780.8013,0,17226.14,F,2,0.5592,HH,19484.45,0,108.43,12556.71,29,2,0,1,0,0,0,Loan,YYY,1,2,0.847679789,94,M,20,0,0,0,0
14811,41,0,5500.1666,0.1,0.0444,-5439,70,1,0,City,599,0,3,0.4463,0,0,0,0,Financial Services,124.2471,0,10893.21,F,3,0.3457,M,1325.35,0,5.41,10098.26,12,8,3,2,0,0,0,Loan,NYN,0,0,0.940838484,328,M,156,0,0,0,0
34689,36,0,10540,0.6043,0.6043,0,23,0,0,Rural,640,0,0,0,0,0,0,0,Food & Beverage,6148.0294,0,15045,F,4,1.1,U,10458.49,0,10420.14,8853,0,0,0,0,0,0,0,Loan,NNN,0,0,0.453596121,0,NULL,910,0,0,0,0
1248,23,0,0,0,0,0,0,0,0,City,607,0,0,0,0,0,0,0,Technology,0,0,8377.39,M,3,1.1,U,0,0,0,7090.41,0,1,0,0,0,0,0,Loan,NNN,0,0,0.453596121,23,NULL,495,0,0,0,0
10539,39,0,5517.0833,0.2065,0.0543,-5427,68,1,0,Rural,579,0,5,0.6434,0,0,0,0,Construction & Materials,170.2406,0,2447.1,M,0,0.2819,M,635.75,0,-2,2422.63,27,4,0,1,0,0,0,Loan,NYN,0,0,0.960528628,156,F,106,0,0,0,0
21644,51,1,9418.93,0.0978,0.0434,-9375,36,1,0,Semi,575,0,1,0.6506,0,0,0,0,Mining - Platinum,212.7507,0,12380.49,M,1,0.6412,H,3362.85,0,46.74,8721.22,15,0,0,0,0,0,0,Loan,NNN,0,0,0.801378546,0,NULL,445,0,0,0,0
25189,46,1,11064,0.2391,0.163,-11410,95,1,0,City,641,0,2,0.63,18,-4000.85,0,0,Travel & Leisure,411.1453,0,12659.76,M,5,0.5402,H,1089.6,0,17.43,7765.42,21,1,1,0,0,0,0,Loan,YYN,1,0,0.857605837,46,NULL,530,0,0,0,0
11022,29,0,23098.07,1,0.7608,-3719,79,1,0,Semi,579,0,0,0.0035,6,-1590,0,0,Retail & Wholesale,25225.4401,0,8687.96,F,0,0.4111,M,61065.34,0,58007.76,7437,1,2,0,1,7,2,0,Loan,YYY,1,0,0.916681798,58,M,35,4,-2560,500,0
15181,42,1,0,0,0,0,4,0,0,City,663,1,0,0,0,0,0,0,Gov Health,0,1,11934.45,F,5,1.1,U,0,0,0,8480.31,0,0,0,0,0,0,0,Loan,NNN,0,6,0.453596121,0,NULL,824,0,0,0,0
11539,28,0,7018.3066,0.6413,0.1195,-6583,89,1,0,City,579,0,2,0.3223,6,-1400,15,0,Retail & Wholesale,420.5848,0,3150,F,0,0.6414,M,1698.4,0,19.39,3118.5,24,0,0,0,4,0,0,Loan,YYY,1,0,0.801258898,0,M,70,0,-1279,0,0
1950,38,0,4537.5933,0.0659,0.0439,-4477,38,1,0,City,540,0,9,0.7904,2,-1176.07,0,0,Security and Cleaning,106.2029,0,5690.84,M,0,0.6278,M,666.94,0,-2.26,4716.22,14,4,0,1,0,0,0,Loan,YNN,0,0,0.80932167,152,NULL,182,0,0,0,0
44255,20,0,5999.4333,0.2282,0.0978,-6004,59,1,0,City,570,0,2,0.5787,2,-894.22,0,0,Retail & Wholesale,408.9161,0,3649,M,0,0.5714,L,5032.53,0,22.32,2969.87,21,1,0,1,0,0,0,Loan,YYY,1,0,0.841144665,20,M,13,0,0,0,0
21363,26,0,4582.36,0.4285,0.2747,-4714,38,1,0,City,579,0,3,0.6416,1,-135,2,0,Construction & Materials,923.721,0,1537.09,M,0,0.4628,L,3535.73,0,557.06,1521.71,14,3,1,2,0,0,0,Loan,YYY,1,0,0.894805932,78,F,36,0,0,0,0
5423,54,1,4682.34,0.1195,0,-4615,84,1,0,Rural,549,0,15,0.7994,0,0,0,0,Industrial Goods & Services,130.5072,0,848.4,M,1,0.821,M,984.29,0,19.14,831.6,16,0,0,0,0,0,0,Loan,NNN,0,0,0.68148972,0,NULL,422,0,0,0,0
19364,27,1,6649.2233,0.7608,0.326,-7118,127,1,0,City,630,0,0,0.2035,10,-2154.34,4,1,Travel & Leisure,868.5591,0,5985.67,M,3,0.7761,M,5262.79,0,24.28,5235.69,27,1,1,0,12,7,0,Loan,YYY,1,1,0.713650914,27,M,19,1,-3290,-2700,0
22209,33,1,12165.5633,0.7282,0.3695,-12307,157,1,0,Semi,611,0,0,0.5254,3,-268.8,0,0,Government,1521.6082,1,10501.72,F,1,0.5842,H,1377.77,0,29.04,8146.14,19,0,0,0,4,3,0,Loan,YYY,1,4,0.834153579,0,NULL,411,1,-1450,-800,0
38441,25,1,3663.6666,0.4891,0.2826,-4243,22,1,0,City,639,1,0,0.0389,0,0,0,0,Gov Health,894.7573,1,6853,F,2,0,M,1020.56,0,22.16,4518,2,0,0,0,0,13,0,Loan,NYY,0,2,1,0,NULL,1497,1,0,-3040.75,1
27001,29,0,13677.27,0.3516,0.1758,-13667,53,1,0,Rural,602,0,3,0.6182,0,0,0,0,Services,788.2318,0,5500,M,3,0.6934,M,5472.42,0,23.12,5445,23,9,3,1,2,0,0,Loan,NYY,0,0,0.769077335,261,M,30,0,-5850,0,0
3654,40,1,22160.1,0.5217,0.3043,-22648,108,1,0,Semi,612,0,2,0.7741,3,-900,2,0,Financial Services,1546.058,0,11178.93,M,5,0.9644,HH,6021.62,0,26.73,8321.5,24,4,1,2,4,0,0,Loan,YYY,1,0,0.569910003,160,F,181,0,-1300,0,1
1851,34,1,14337.33,0.4782,0.2282,-13533,94,1,0,Semi,604,0,0,0.402,3,-956.19,0,0,Training & Education,1091.712,0,14000,M,3,0.7109,H,6944.69,0,29.08,12465,27,1,0,1,0,0,0,Loan,YYY,1,0,0.757774919,34,M,114,0,0,0,0
29080,42,1,4029.7133,0.4565,0.0543,-4097,81,1,1,Semi,582,0,2,0.5528,12,-1320.28,6,0,Construction & Materials,272.1583,0,1170,M,1,0.5958,M,468.09,0,19.36,1147.77,30,2,1,1,1,0,0,Loan,YYY,0,0,0.827699827,84,F,268,0,-90,0,0
26743,41,1,41654.59,0.4891,0.3369,-31193,137,1,0,Rural,584,0,0,0.2019,24,-5169.08,6,4,Mining - Platinum,3569.1532,0,16716.77,M,1,0.5337,HH,42741.79,0,25.24,13413.09,27,1,1,0,2,5,0,Loan,YYY,1,1,0.860930696,41,M,4,0,-1400,495,0
39999,43,0,44457.6166,0.6521,0.4782,-43985,131,1,0,Rural,583,0,5,0.6176,0,0,0,0,Industrial Goods & Services,6932.0209,0,13215.3,M,3,0.4302,H,6571.05,0,15.13,11287.68,49,0,0,0,0,0,0,Loan,NYY,0,0,0.908882357,0,M,15,0,0,0,0
6565,41,0,0,0,0,0,0,0,0,City,642,0,0,0,0,0,0,0,Gov - Police,0,1,8417,M,4,1.1,U,0,0,0,5239,0,0,0,0,0,0,0,Loan,NNN,0,0,0.453596121,0,NULL,1636,0,0,0,0
31133,49,0,18393.4666,0.3222,0.1777,-17936,84,1,0,Semi,610,0,1,0.6056,6,-4303,0,1,Security and Cleaning,1791.3936,0,10809,M,3,0.663,H,1554.68,0,14.82,9446.83,22,8,0,2,0,0,0,Loan,YYY,0,0,0.788149329,392,M,85,0,0,0,0
12451,36,0,2533.17,0,0,-2496,75,1,0,Rural,559,0,1,0.1402,7,-4450.12,0,2,Resources - Basic,43.4225,0,7188.1,M,0,0,L,29.85,0,10.44,7082.2,4,2,0,2,0,0,0,Loan,YNN,1,0,1,72,M,160,0,0,0,0
7439,45,1,25204.9633,0.413,0.3804,-7966,35,0,1,Semi,582,0,0,0.1871,0,0,0,0,Retail & Wholesale,7283.875,0,34875.81,M,3,1,U,61615.42,1,7058.02,21901.3,13,0,0,0,0,0,0,Loan,NYY,0,0,0.540302306,0,M,6,0,0,0,0
32470,48,1,5379,0.1978,0.1758,-5614,49,1,0,City,636,0,2,0.3079,21,-4717.53,0,0,Travel & Leisure,419.4715,0,3350,F,2,0.3429,M,2019.75,0,26.3,3317,9,0,0,0,2,0,0,Loan,YYY,1,1,0.94178359,0,NULL,1304,0,-300,0,0
41986,26,1,11933.365,1,0.076,-11548,36,0,0,Semi,624,0,0,0.3889,0,0,0,0,Recruitment,485.9884,0,12100,M,4,1.1,U,5069.19,0,223.89,10926,12,2,0,1,0,0,0,Loan,NYN,0,2,0.453596121,52,M,25,0,0,0,0
21470,29,1,150,0.7934,0,-62,44,0,0,Rural,632,0,0,0,0,0,0,0,Recruitment,181.3377,0,26964,M,5,1.1,U,367.76,0,171.56,20739,0,1,0,1,0,0,0,Loan,NNY,0,0,0.453596121,29,M,291,0,0,0,1
32849,41,0,1312.985,0.0329,0,-1282,31,0,0,City,599,0,4,0.9558,0,0,0,0,Industrial Goods & Services,24.3823,0,2096,M,3,1.1,U,353.01,0,20.81,1785.47,5,1,0,1,0,0,0,Loan,NNN,0,0,0.453596121,41,W,115,0,0,0,0
23337,28,1,7838.92,0.2282,0.0108,-7766,77,0,4,Semi,602,1,2,0.8801,0,0,0,0,Mining - Gold,230.5817,0,9881.27,M,3,0.9268,U,960.88,0,-5.1,8417.72,18,4,2,0,0,0,0,Loan,NYN,0,0,0.600396101,112,M,104,0,0,0,0
34148,37,1,3738.2366,0.163,0.0434,-4055,39,1,0,Semi,617,0,2,0.3335,1,-89,4,0,Retail & Wholesale,176.6635,0,3961.6,M,2,0.4173,M,1497.71,0,29.88,3921.98,7,7,1,3,4,0,0,Loan,YYY,1,2,0.914186564,259,M,28,0,-1850,0,0
